,País,Categoria,Ano_Tipo,Valor,Ano,Tipo
12722,Brasil,Uvas frescas,2002_Valor,0.0,2002,Valor
12723,Chile,Uvas frescas,2002_Valor,5088679.0,2002,Valor
12724,Colômbia,Uvas frescas,2002_Valor,0.0,2002,Valor
12725,Egito,Uvas frescas,2002_Valor,0.0,2002,Valor
12726,Espanha,Uvas frescas,2002_Valor,35942.0,2002,Valor
12727,Estados Unidos,Uvas frescas,2002_Valor,24833.0,2002,Valor
12728,Grécia,Uvas frescas,2002_Valor,0.0,2002,Valor
12729,Itália,Uvas frescas,2002_Valor,0.0,2002,Valor
12730,México,Uvas frescas,2002_Valor,0.0,2002,Valor
12731,Peru,Uvas frescas,2002_Valor,0.0,2002,Valor
12732,Paraguai,Uvas frescas,2002_Valor,0.0,2002,Valor
12733,Portugal,Uvas frescas,2002_Valor,0.0,2002,Valor
12734,Panamá,Uvas frescas,2002_Valor,0.0,2002,Valor
12735,Reino Unido,Uvas frescas,2002_Valor,0.0,2002,Valor
12736,Uruguai,Uvas frescas,2002_Valor,0.0,2002,Valor
12737,Venezuela,Uvas frescas,2002_Valor,0.0,2002,Valor
12738,Não consta na tabela,Uvas frescas,2002_Valor,0.0,2002,Valor
12739,Outros,Uvas frescas,2002_Valor,0.0,2002,Valor
12740,Africa do Sul,Suco,2002_Valor,0.0,2002,Valor
12741,Alemanha,Suco,2002_Valor,0.0,2002,Valor
12742,Argentina,Suco,2002_Valor,0.0,2002,Valor
12743,Austria,Suco,2002_Valor,0.0,2002,Valor
12744,Canadá,Suco,2002_Valor,0.0,2002,Valor
12745,"Coreia do Sul, República",Suco,2002_Valor,0.0,2002,Valor
12746,"Coreia do Norte, República",Suco,2002_Valor,0.0,2002,Valor
12747,Chile,Suco,2002_Valor,28350.0,2002,Valor
12748,China,Suco,2002_Valor,0.0,2002,Valor
12749,Dinamarca,Suco,2002_Valor,0.0,2002,Valor
12750,Espanha,Suco,2002_Valor,0.0,2002,Valor
12751,Estados Unidos,Suco,2002_Valor,0.0,2002,Valor
12752,França,Suco,2002_Valor,0.0,2002,Valor
12753,Guiana,Suco,2002_Valor,0.0,2002,Valor
12754,Israel,Suco,2002_Valor,0.0,2002,Valor
12755,itália,Suco,2002_Valor,0.0,2002,Valor
12756,Japão,Suco,2002_Valor,0.0,2002,Valor
12757,Líbano,Suco,2002_Valor,0.0,2002,Valor
12758,México,Suco,2002_Valor,0.0,2002,Valor
12759,Países Baixos,Suco,2002_Valor,0.0,2002,Valor
12760,Panamá,Suco,2002_Valor,0.0,2002,Valor
12761,Peru,Suco,2002_Valor,0.0,2002,Valor
12762,Portugal,Suco,2002_Valor,0.0,2002,Valor
12763,Reino Unido,Suco,2002_Valor,0.0,2002,Valor
12764,Taiwan,Suco,2002_Valor,0.0,2002,Valor
12765,Turquia,Suco,2002_Valor,0.0,2002,Valor
12766,Uruguai,Suco,2002_Valor,0.0,2002,Valor
12767,Venezuela,Suco,2002_Valor,0.0,2002,Valor
12768,Outros,Suco,2002_Valor,0.0,2002,Valor
12769,Afeganistão,Uvas passas,2002_Valor,0.0,2002,Valor
12770,África do Sul,Uvas passas,2002_Valor,103632.0,2002,Valor
12771,"Alemanha, República Democrática",Uvas passas,2002_Valor,0.0,2002,Valor
12772,Arábia Saudita,Uvas passas,2002_Valor,0.0,2002,Valor
12773,Argentina,Uvas passas,2002_Valor,7213368.0,2002,Valor
12774,Austrália,Uvas passas,2002_Valor,0.0,2002,Valor
12775,Bélgica,Uvas passas,2002_Valor,17563.0,2002,Valor
12776,Chile,Uvas passas,2002_Valor,1020342.0,2002,Valor
12777,China,Uvas passas,2002_Valor,0.0,2002,Valor
12778,China Continental,Uvas passas,2002_Valor,0.0,2002,Valor
12779,Cingapura,Uvas passas,2002_Valor,0.0,2002,Valor
12780,Costa Rica,Uvas passas,2002_Valor,0.0,2002,Valor
12781,Emirados,Uvas passas,2002_Valor,22750.0,2002,Valor
12782,Espanha,Uvas passas,2002_Valor,0.0,2002,Valor
12783,Estados Unidos,Uvas passas,2002_Valor,557678.0,2002,Valor
12784,França,Uvas passas,2002_Valor,0.0,2002,Valor
12785,Grécia,Uvas passas,2002_Valor,0.0,2002,Valor
12786,Guiana Britânica,Uvas passas,2002_Valor,0.0,2002,Valor
12787,Índia,Uvas passas,2002_Valor,0.0,2002,Valor
12788,Irã,Uvas passas,2002_Valor,368147.0,2002,Valor
12789,Itália,Uvas passas,2002_Valor,0.0,2002,Valor
12790,Japão,Uvas passas,2002_Valor,0.0,2002,Valor
12791,México,Uvas passas,2002_Valor,0.0,2002,Valor
12792,Países Baixos,Uvas passas,2002_Valor,0.0,2002,Valor
12793,Paraguai,Uvas passas,2002_Valor,0.0,2002,Valor
12794,Peru,Uvas passas,2002_Valor,0.0,2002,Valor
12795,Portugal,Uvas passas,2002_Valor,0.0,2002,Valor
12796,Reino Unido,Uvas passas,2002_Valor,0.0,2002,Valor
12797,Suécia,Uvas passas,2002_Valor,0.0,2002,Valor
12798,Turquia,Uvas passas,2002_Valor,642681.0,2002,Valor
12799,Uruguai,Uvas passas,2002_Valor,47250.0,2002,Valor
12800,Uzbequistão,Uvas passas,2002_Valor,0.0,2002,Valor
12801,Venezuela,Uvas passas,2002_Valor,0.0,2002,Valor
12802,Não consta na tabela,Uvas passas,2002_Valor,0.0,2002,Valor
12803,Outros,Uvas passas,2002_Valor,0.0,2002,Valor
12804,Africa do Sul,Espumantes,2003_Peso,5546.0,2003,Peso
12805,Alemanha,Espumantes,2003_Peso,3114.0,2003,Peso
12806,Argentina,Espumantes,2003_Peso,143659.0,2003,Peso
12807,Austrália,Espumantes,2003_Peso,0.0,2003,Peso
12808,Austria,Espumantes,2003_Peso,0.0,2003,Peso
12809,Bermudas,Espumantes,2003_Peso,0.0,2003,Peso
12810,Bahamas,Espumantes,2003_Peso,0.0,2003,Peso
12811,Bélgica,Espumantes,2003_Peso,0.0,2003,Peso
12812,Brasil,Espumantes,2003_Peso,0.0,2003,Peso
12813,Bulgaria,Espumantes,2003_Peso,0.0,2003,Peso
12814,Canada,Espumantes,2003_Peso,0.0,2003,Peso
12815,Chile,Espumantes,2003_Peso,16200.0,2003,Peso
12816,Croácia,Espumantes,2003_Peso,0.0,2003,Peso
12817,Cuba,Espumantes,2003_Peso,0.0,2003,Peso
12818,Emirados Arabes Unidos,Espumantes,2003_Peso,0.0,2003,Peso
12819,Eslovênia,Espumantes,2003_Peso,0.0,2003,Peso
12820,Espanha,Espumantes,2003_Peso,164545.0,2003,Peso
12821,Estados Unidos,Espumantes,2003_Peso,1575.0,2003,Peso
12822,França,Espumantes,2003_Peso,965033.0,2003,Peso
12823,Geórgia,Espumantes,2003_Peso,0.0,2003,Peso
12824,Grecia,Espumantes,2003_Peso,0.0,2003,Peso
12825,Hong Kong,Espumantes,2003_Peso,0.0,2003,Peso
12826,Hungria,Espumantes,2003_Peso,387.0,2003,Peso
12827,Indonesia,Espumantes,2003_Peso,0.0,2003,Peso
12828,Irlanda,Espumantes,2003_Peso,0.0,2003,Peso
12829,Israel,Espumantes,2003_Peso,1890.0,2003,Peso
12830,Itália,Espumantes,2003_Peso,1209558.0,2003,Peso
12831,Luxemburgo,Espumantes,2003_Peso,0.0,2003,Peso
12832,Mexico,Espumantes,2003_Peso,0.0,2003,Peso
12833,Moldávia,Espumantes,2003_Peso,0.0,2003,Peso
12834,Nova Zelândia,Espumantes,2003_Peso,0.0,2003,Peso
12835,Paises Baixos,Espumantes,2003_Peso,0.0,2003,Peso
12836,Panama,Espumantes,2003_Peso,0.0,2003,Peso
12837,Peru,Espumantes,2003_Peso,0.0,2003,Peso
12838,Portugal,Espumantes,2003_Peso,17170.0,2003,Peso
12839,Reino Unido,Espumantes,2003_Peso,0.0,2003,Peso
12840,Romenia,Espumantes,2003_Peso,0.0,2003,Peso
12841,Suíça,Espumantes,2003_Peso,0.0,2003,Peso
12842,Tunisia,Espumantes,2003_Peso,0.0,2003,Peso
12843,Ucrânia,Espumantes,2003_Peso,0.0,2003,Peso
12844,Uruguai,Espumantes,2003_Peso,1722.0,2003,Peso
12845,Não consta na tabela,Espumantes,2003_Peso,0.0,2003,Peso
12846,Não declarados,Espumantes,2003_Peso,0.0,2003,Peso
12847,Outros,Espumantes,2003_Peso,0.0,2003,Peso
12848,Africa do Sul,Vinhos de mesa,2003_Peso,157239.0,2003,Peso
12849,Alemanha,Vinhos de mesa,2003_Peso,573198.0,2003,Peso
12850,Argélia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12851,Arábia Saudita,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12852,Argentina,Vinhos de mesa,2003_Peso,5720024.0,2003,Peso
12853,Armênia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12854,Austrália,Vinhos de mesa,2003_Peso,126441.0,2003,Peso
12855,Áustria,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12856,Bermudas,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12857,Bélgica,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12858,Bolívia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12859,Bósnia-Herzegovina,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12860,Brasil,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12861,Bulgária,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12862,Canada,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12863,Chile,Vinhos de mesa,2003_Peso,7955549.0,2003,Peso
12864,China,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12865,"Coreia do Sul, República",Vinhos de mesa,2003_Peso,0.0,2003,Peso
12866,Croácia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12867,Emirados Árabes Unidos,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12868,Eslovênia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12869,Eslováquia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12870,Espanha,Vinhos de mesa,2003_Peso,410133.0,2003,Peso
12871,Estados Unidos,Vinhos de mesa,2003_Peso,173327.0,2003,Peso
12872,França,Vinhos de mesa,2003_Peso,1958362.0,2003,Peso
12873,Geórgia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12874,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,2003_Peso,0.0,2003,Peso
12875,Grécia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12876,Hong Kong,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12877,Hungria,Vinhos de mesa,2003_Peso,13391.0,2003,Peso
12878,Indonesia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12879,Irlanda,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12880,Israel,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12881,Itália,Vinhos de mesa,2003_Peso,5237027.0,2003,Peso
12882,Japão,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12883,Iugoslavia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12884,Líbano,Vinhos de mesa,2003_Peso,1116.0,2003,Peso
12885,Luxemburgo,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12886,Macedônia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12887,Marrocos,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12888,México,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12889,Moldávia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12890,Montenegro,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12891,Noruega,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12892,Nova Zelândia,Vinhos de mesa,2003_Peso,21139.0,2003,Peso
12893,Paises Baixos (Holanda),Vinhos de mesa,2003_Peso,0.0,2003,Peso
12894,Panamá,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12895,Peru,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12896,Porto Rico,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12897,Portugal,Vinhos de mesa,2003_Peso,3344190.0,2003,Peso
12898,Reino Unido,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12899,Republica Dominicana,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12900,Romênia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12901,Rússia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12902,San Marino,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12903,Sérvia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12904,Síria,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12905,Suíça,Vinhos de mesa,2003_Peso,1900.0,2003,Peso
12906,"Tcheca, República",Vinhos de mesa,2003_Peso,0.0,2003,Peso
12907,Tunísia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12908,Turquia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12909,Ucrânia,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12910,Uruguai,Vinhos de mesa,2003_Peso,1096094.0,2003,Peso
12911,Não consta na tabela,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12912,Não declarados,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12913,Outros,Vinhos de mesa,2003_Peso,0.0,2003,Peso
12914,Argélia,Uvas frescas,2003_Peso,0.0,2003,Peso
12915,Argentina,Uvas frescas,2003_Peso,3475542.0,2003,Peso
12916,Brasil,Uvas frescas,2003_Peso,0.0,2003,Peso
12917,Chile,Uvas frescas,2003_Peso,4110431.0,2003,Peso
12918,Colômbia,Uvas frescas,2003_Peso,0.0,2003,Peso
12919,Egito,Uvas frescas,2003_Peso,0.0,2003,Peso
12920,Espanha,Uvas frescas,2003_Peso,0.0,2003,Peso
12921,Estados Unidos,Uvas frescas,2003_Peso,26458.0,2003,Peso
12922,Grécia,Uvas frescas,2003_Peso,0.0,2003,Peso
12923,Itália,Uvas frescas,2003_Peso,0.0,2003,Peso
12924,México,Uvas frescas,2003_Peso,0.0,2003,Peso
12925,Peru,Uvas frescas,2003_Peso,0.0,2003,Peso
12926,Paraguai,Uvas frescas,2003_Peso,0.0,2003,Peso
12927,Portugal,Uvas frescas,2003_Peso,0.0,2003,Peso
12928,Panamá,Uvas frescas,2003_Peso,0.0,2003,Peso
12929,Reino Unido,Uvas frescas,2003_Peso,0.0,2003,Peso
12930,Uruguai,Uvas frescas,2003_Peso,0.0,2003,Peso
12931,Venezuela,Uvas frescas,2003_Peso,0.0,2003,Peso
12932,Não consta na tabela,Uvas frescas,2003_Peso,0.0,2003,Peso
12933,Outros,Uvas frescas,2003_Peso,0.0,2003,Peso
12934,Africa do Sul,Suco,2003_Peso,0.0,2003,Peso
12935,Alemanha,Suco,2003_Peso,0.0,2003,Peso
12936,Argentina,Suco,2003_Peso,2237000.0,2003,Peso
12937,Austria,Suco,2003_Peso,0.0,2003,Peso
12938,Canadá,Suco,2003_Peso,0.0,2003,Peso
12939,"Coreia do Sul, República",Suco,2003_Peso,5400.0,2003,Peso
12940,"Coreia do Norte, República",Suco,2003_Peso,0.0,2003,Peso
12941,Chile,Suco,2003_Peso,0.0,2003,Peso
12942,China,Suco,2003_Peso,0.0,2003,Peso
12943,Dinamarca,Suco,2003_Peso,0.0,2003,Peso
12944,Espanha,Suco,2003_Peso,0.0,2003,Peso
12945,Estados Unidos,Suco,2003_Peso,3536.0,2003,Peso
12946,França,Suco,2003_Peso,6.0,2003,Peso
12947,Guiana,Suco,2003_Peso,0.0,2003,Peso
12948,Israel,Suco,2003_Peso,0.0,2003,Peso
12949,itália,Suco,2003_Peso,0.0,2003,Peso
12950,Japão,Suco,2003_Peso,0.0,2003,Peso
12951,Líbano,Suco,2003_Peso,0.0,2003,Peso
12952,México,Suco,2003_Peso,0.0,2003,Peso
12953,Países Baixos,Suco,2003_Peso,0.0,2003,Peso
12954,Panamá,Suco,2003_Peso,0.0,2003,Peso
12955,Peru,Suco,2003_Peso,0.0,2003,Peso
12956,Portugal,Suco,2003_Peso,0.0,2003,Peso
12957,Reino Unido,Suco,2003_Peso,0.0,2003,Peso
12958,Taiwan,Suco,2003_Peso,0.0,2003,Peso
12959,Turquia,Suco,2003_Peso,0.0,2003,Peso
12960,Uruguai,Suco,2003_Peso,0.0,2003,Peso
12961,Venezuela,Suco,2003_Peso,0.0,2003,Peso
12962,Outros,Suco,2003_Peso,0.0,2003,Peso
12963,Afeganistão,Uvas passas,2003_Peso,0.0,2003,Peso
12964,África do Sul,Uvas passas,2003_Peso,59000.0,2003,Peso
12965,"Alemanha, República Democrática",Uvas passas,2003_Peso,0.0,2003,Peso
12966,Arábia Saudita,Uvas passas,2003_Peso,18000.0,2003,Peso
12967,Argentina,Uvas passas,2003_Peso,6449180.0,2003,Peso
12968,Austrália,Uvas passas,2003_Peso,0.0,2003,Peso
12969,Bélgica,Uvas passas,2003_Peso,187450.0,2003,Peso
12970,Chile,Uvas passas,2003_Peso,6011522.0,2003,Peso
12971,China,Uvas passas,2003_Peso,0.0,2003,Peso
12972,China Continental,Uvas passas,2003_Peso,0.0,2003,Peso
12973,Cingapura,Uvas passas,2003_Peso,0.0,2003,Peso
12974,Costa Rica,Uvas passas,2003_Peso,0.0,2003,Peso
12975,Emirados,Uvas passas,2003_Peso,271970.0,2003,Peso
12976,Espanha,Uvas passas,2003_Peso,0.0,2003,Peso
12977,Estados Unidos,Uvas passas,2003_Peso,504069.0,2003,Peso
12978,França,Uvas passas,2003_Peso,0.0,2003,Peso
12979,Grécia,Uvas passas,2003_Peso,0.0,2003,Peso
12980,Guiana Britânica,Uvas passas,2003_Peso,0.0,2003,Peso
12981,Índia,Uvas passas,2003_Peso,0.0,2003,Peso
12982,Irã,Uvas passas,2003_Peso,592175.0,2003,Peso
12983,Itália,Uvas passas,2003_Peso,0.0,2003,Peso
12984,Japão,Uvas passas,2003_Peso,0.0,2003,Peso
12985,México,Uvas passas,2003_Peso,0.0,2003,Peso
12986,Países Baixos,Uvas passas,2003_Peso,0.0,2003,Peso
12987,Paraguai,Uvas passas,2003_Peso,0.0,2003,Peso
12988,Peru,Uvas passas,2003_Peso,0.0,2003,Peso
12989,Portugal,Uvas passas,2003_Peso,0.0,2003,Peso
12990,Reino Unido,Uvas passas,2003_Peso,0.0,2003,Peso
12991,Suécia,Uvas passas,2003_Peso,0.0,2003,Peso
12992,Turquia,Uvas passas,2003_Peso,913290.0,2003,Peso
12993,Uruguai,Uvas passas,2003_Peso,16800.0,2003,Peso
12994,Uzbequistão,Uvas passas,2003_Peso,0.0,2003,Peso
12995,Venezuela,Uvas passas,2003_Peso,0.0,2003,Peso
12996,Não consta na tabela,Uvas passas,2003_Peso,0.0,2003,Peso
12997,Outros,Uvas passas,2003_Peso,0.0,2003,Peso
12998,Africa do Sul,Espumantes,2003_Valor,6475.0,2003,Valor
12999,Alemanha,Espumantes,2003_Valor,8638.0,2003,Valor
13000,Argentina,Espumantes,2003_Valor,301329.0,2003,Valor
13001,Austrália,Espumantes,2003_Valor,0.0,2003,Valor
13002,Austria,Espumantes,2003_Valor,0.0,2003,Valor
13003,Bermudas,Espumantes,2003_Valor,0.0,2003,Valor
13004,Bahamas,Espumantes,2003_Valor,0.0,2003,Valor
13005,Bélgica,Espumantes,2003_Valor,0.0,2003,Valor
13006,Brasil,Espumantes,2003_Valor,0.0,2003,Valor
13007,Bulgaria,Espumantes,2003_Valor,0.0,2003,Valor
13008,Canada,Espumantes,2003_Valor,0.0,2003,Valor
13009,Chile,Espumantes,2003_Valor,39459.0,2003,Valor
13010,Croácia,Espumantes,2003_Valor,0.0,2003,Valor
13011,Cuba,Espumantes,2003_Valor,0.0,2003,Valor
13012,Emirados Arabes Unidos,Espumantes,2003_Valor,0.0,2003,Valor
13013,Eslovênia,Espumantes,2003_Valor,0.0,2003,Valor
13014,Espanha,Espumantes,2003_Valor,549223.0,2003,Valor
13015,Estados Unidos,Espumantes,2003_Valor,9100.0,2003,Valor
13016,França,Espumantes,2003_Valor,7444348.0,2003,Valor
13017,Geórgia,Espumantes,2003_Valor,0.0,2003,Valor
13018,Grecia,Espumantes,2003_Valor,0.0,2003,Valor
13019,Hong Kong,Espumantes,2003_Valor,0.0,2003,Valor
13020,Hungria,Espumantes,2003_Valor,1165.0,2003,Valor
13021,Indonesia,Espumantes,2003_Valor,0.0,2003,Valor
13022,Irlanda,Espumantes,2003_Valor,0.0,2003,Valor
13023,Israel,Espumantes,2003_Valor,6233.0,2003,Valor
13024,Itália,Espumantes,2003_Valor,2627321.0,2003,Valor
13025,Luxemburgo,Espumantes,2003_Valor,0.0,2003,Valor
13026,Mexico,Espumantes,2003_Valor,0.0,2003,Valor
13027,Moldávia,Espumantes,2003_Valor,0.0,2003,Valor
13028,Nova Zelândia,Espumantes,2003_Valor,0.0,2003,Valor
13029,Paises Baixos,Espumantes,2003_Valor,0.0,2003,Valor
13030,Panama,Espumantes,2003_Valor,0.0,2003,Valor
13031,Peru,Espumantes,2003_Valor,0.0,2003,Valor
13032,Portugal,Espumantes,2003_Valor,57304.0,2003,Valor
13033,Reino Unido,Espumantes,2003_Valor,0.0,2003,Valor
13034,Romenia,Espumantes,2003_Valor,0.0,2003,Valor
13035,Suíça,Espumantes,2003_Valor,0.0,2003,Valor
13036,Tunisia,Espumantes,2003_Valor,0.0,2003,Valor
13037,Ucrânia,Espumantes,2003_Valor,0.0,2003,Valor
13038,Uruguai,Espumantes,2003_Valor,5100.0,2003,Valor
13039,Não consta na tabela,Espumantes,2003_Valor,0.0,2003,Valor
13040,Não declarados,Espumantes,2003_Valor,0.0,2003,Valor
13041,Outros,Espumantes,2003_Valor,0.0,2003,Valor
13042,Africa do Sul,Vinhos de mesa,2003_Valor,305701.0,2003,Valor
13043,Alemanha,Vinhos de mesa,2003_Valor,629664.0,2003,Valor
13044,Argélia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13045,Arábia Saudita,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13046,Argentina,Vinhos de mesa,2003_Valor,9653634.0,2003,Valor
13047,Armênia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13048,Austrália,Vinhos de mesa,2003_Valor,344316.0,2003,Valor
13049,Áustria,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13050,Bermudas,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13051,Bélgica,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13052,Bolívia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13053,Bósnia-Herzegovina,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13054,Brasil,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13055,Bulgária,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13056,Canada,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13057,Chile,Vinhos de mesa,2003_Valor,16120955.0,2003,Valor
13058,China,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13059,"Coreia do Sul, República",Vinhos de mesa,2003_Valor,0.0,2003,Valor
13060,Croácia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13061,Emirados Árabes Unidos,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13062,Eslovênia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13063,Eslováquia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13064,Espanha,Vinhos de mesa,2003_Valor,1721562.0,2003,Valor
13065,Estados Unidos,Vinhos de mesa,2003_Valor,448844.0,2003,Valor
13066,França,Vinhos de mesa,2003_Valor,6093629.0,2003,Valor
13067,Geórgia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13068,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,2003_Valor,0.0,2003,Valor
13069,Grécia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13070,Hong Kong,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13071,Hungria,Vinhos de mesa,2003_Valor,39649.0,2003,Valor
13072,Indonesia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13073,Irlanda,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13074,Israel,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13075,Itália,Vinhos de mesa,2003_Valor,10545425.0,2003,Valor
13076,Japão,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13077,Iugoslavia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13078,Líbano,Vinhos de mesa,2003_Valor,8013.0,2003,Valor
13079,Luxemburgo,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13080,Macedônia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13081,Marrocos,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13082,México,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13083,Moldávia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13084,Montenegro,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13085,Noruega,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13086,Nova Zelândia,Vinhos de mesa,2003_Valor,153081.0,2003,Valor
13087,Paises Baixos (Holanda),Vinhos de mesa,2003_Valor,0.0,2003,Valor
13088,Panamá,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13089,Peru,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13090,Porto Rico,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13091,Portugal,Vinhos de mesa,2003_Valor,9649346.0,2003,Valor
13092,Reino Unido,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13093,Republica Dominicana,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13094,Romênia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13095,Rússia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13096,San Marino,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13097,Sérvia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13098,Síria,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13099,Suíça,Vinhos de mesa,2003_Valor,3522.0,2003,Valor
13100,"Tcheca, República",Vinhos de mesa,2003_Valor,0.0,2003,Valor
13101,Tunísia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13102,Turquia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13103,Ucrânia,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13104,Uruguai,Vinhos de mesa,2003_Valor,1630471.0,2003,Valor
13105,Não consta na tabela,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13106,Não declarados,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13107,Outros,Vinhos de mesa,2003_Valor,0.0,2003,Valor
13108,Argélia,Uvas frescas,2003_Valor,0.0,2003,Valor
13109,Argentina,Uvas frescas,2003_Valor,1771221.0,2003,Valor
13110,Brasil,Uvas frescas,2003_Valor,0.0,2003,Valor
13111,Chile,Uvas frescas,2003_Valor,3287533.0,2003,Valor
13112,Colômbia,Uvas frescas,2003_Valor,0.0,2003,Valor
13113,Egito,Uvas frescas,2003_Valor,0.0,2003,Valor
13114,Espanha,Uvas frescas,2003_Valor,0.0,2003,Valor
13115,Estados Unidos,Uvas frescas,2003_Valor,24403.0,2003,Valor
13116,Grécia,Uvas frescas,2003_Valor,0.0,2003,Valor
13117,Itália,Uvas frescas,2003_Valor,0.0,2003,Valor
13118,México,Uvas frescas,2003_Valor,0.0,2003,Valor
13119,Peru,Uvas frescas,2003_Valor,0.0,2003,Valor
13120,Paraguai,Uvas frescas,2003_Valor,0.0,2003,Valor
13121,Portugal,Uvas frescas,2003_Valor,0.0,2003,Valor
13122,Panamá,Uvas frescas,2003_Valor,0.0,2003,Valor
13123,Reino Unido,Uvas frescas,2003_Valor,0.0,2003,Valor
13124,Uruguai,Uvas frescas,2003_Valor,0.0,2003,Valor
